N,P,K,temperature,humidity,ph,rainfall,label,Primary_Fertilizer,Soil_Texture,Soil_Texture_Label,N_to_P_ratio,K_to_N_ratio
94,50,37,25.66585205,80.66385045,6.94801983,209.5869708,rice,Urea,Clay,0,1.843137255,0.389473684
92,75,45,29.01207743,77.95192527,5.674403359,90.43495443,banana,Urea,Clay,0,1.210526316,0.483870968
76,56,39,24.39459498,89.89106506,6.551130445,197.1220049,jute,Urea,Clay,0,1.333333333,0.506493506
57,67,25,32.34744009,66.61452812,7.551364319,64.55882254,blackgram,Diammonium Phosphate (DAP),Clay,0,0.838235294,0.431034483
70,54,46,39.73149053,91.12220596,6.919342407,122.7628653,papaya,Calcium Ammonium Nitrate,Sandy,3,1.272727273,0.647887324
77,58,19,22.8056033,56.50768935,5.791649933,101.5952794,maize,Urea,Loam,1,1.305084746,0.243589744
84,38,43,26.57421679,73.81994896,7.26158085,159.3223075,jute,Urea,Clay,0,2.153846154,0.505882353
70,50,53,37.4620912,90.44967809,6.933809743,172.3458448,papaya,Calcium Ammonium Nitrate,Clay,0,1.37254902,0.746478873
93,47,37,21.53346343,82.14004101,6.500343222,295.9248796,rice,Urea,Clay,0,1.9375,0.393617021
59,47,53,32.86316618,91.4618874,6.850663232,47.271547,papaya,Urea,Sandy,3,1.229166667,0.883333333
92,75,45,29.01207743,77.95192527,5.674403359,90.43495443,banana,Urea,Clay,0,1.210526316,0.483870968
60,59,22,31.86847286,66.74217464,7.191522601,74.22238583,blackgram,Calcium Ammonium Nitrate,Sandy,3,1.0,0.360655738
67,35,22,23.30546753,63.24648023,6.385684214,108.7603001,maize,Urea,Loam,1,1.861111111,0.323529412
99,57,38,24.80624984,82.09281674,6.356295568,156.3616174,jute,Calcium Ammonium Nitrate,Clay,0,1.706896552,0.38
77,48,36,25.86705009,84.09985284,7.36008498,154.8390847,jute,Urea,Clay,0,1.571428571,0.461538462
61,41,17,25.1420613,65.26185135,6.021902237,76.68456006,maize,Urea,Loam,1,1.452380952,0.274193548
63,35,16,22.02720976,65.35549924,6.272417541,83.73280082,maize,Calcium Ammonium Nitrate,Sandy,3,1.75,0.25
56,79,15,29.48439992,63.19915325,7.454532137,71.89090748,blackgram,Superphosphate,Loam,1,0.7,0.263157895
56,67,78,17.57445618,16.71826572,8.255450758,77.81891424,chickpea,Muriate of Potash (MOP),Sandy,3,0.823529412,1.368421053
94,50,37,25.66585205,80.66385045,6.94801983,209.5869708,rice,Calcium Ammonium Nitrate,Clay,0,1.843137255,0.389473684
77,58,19,22.8056033,56.50768935,5.791649933,101.5952794,maize,Urea,Loam,1,1.305084746,0.243589744
80,77,49,26.05433004,79.39654531,5.519088423,113.2297373,banana,Urea,Clay,0,1.025641026,0.604938272
77,58,19,22.8056033,56.50768935,5.791649933,101.5952794,maize,Urea,Loam,1,1.305084746,0.243589744
76,49,42,24.958779,84.47963372,5.206373153,196.9560008,rice,Calcium Ammonium Nitrate,Clay,0,1.52,0.545454545
80,16,46,25.50405534,81.40297428,6.940236218,48.47833278,watermelon,Urea,Clay,0,4.705882353,0.567901235
87,35,25,21.44526922,63.1621551,6.178056304,65.88951188,maize,Urea,Loam,1,2.416666667,0.284090909
59,47,53,32.86316618,91.4618874,6.850663232,47.271547,papaya,Urea,Clay,0,1.229166667,0.883333333
60,51,36,22.69657794,82.81088865,6.028321558,256.9964761,rice,Calcium Ammonium Nitrate,Clay,0,1.153846154,0.590163934
97,74,45,26.47522633,78.51833782,5.677719902,113.1161095,banana,Urea,Sandy,3,1.293333333,0.459183673
83,94,47,27.39872329,81.10523402,6.469370954,112.1355384,banana,Superphosphate,Clay,0,0.873684211,0.55952381
69,46,41,23.64124821,80.28597873,5.012139669,263.1103304,rice,Calcium Ammonium Nitrate,Clay,0,1.468085106,0.585714286
91,53,40,26.52723513,81.41753846,5.386167788,264.6148697,rice,Calcium Ammonium Nitrate,Clay,0,1.685185185,0.434782609
60,59,22,31.86847286,66.74217464,7.191522601,74.22238583,blackgram,Urea,Loam,1,1.0,0.360655738
84,38,43,26.57421679,73.81994896,7.26158085,159.3223075,jute,Urea,Clay,0,2.153846154,0.505882353
60,46,22,24.89364635,65.61418761,6.625404348,87.9298085,maize,Calcium Ammonium Nitrate,Loam,1,1.276595745,0.360655738
67,59,41,21.94766735,80.97384195,6.012632591,213.3560921,rice,Urea,Sandy,3,1.116666667,0.602941176
83,10,53,24.92994759,85.00802358,6.195142279,48.75859458,watermelon,Calcium Ammonium Nitrate,Sandy,3,7.545454545,0.630952381
96,86,51,29.90888522,76.98740841,6.257369799,91.99964712,banana,Calcium Ammonium Nitrate,Clay,0,1.103448276,0.525773196
82,18,48,29.09588297,94.16748386,6.159050816,26.70581328,muskmelon,Calcium Ammonium Nitrate,Clay,0,4.315789474,0.578313253
90,23,54,28.55852465,90.45773041,6.159020864,27.26588346,muskmelon,Urea,Clay,0,3.75,0.593406593
51,72,75,18.88852533,14.99451145,7.104224797,80.1113384,chickpea,Sulfate of Potash (SOP),Sandy,3,0.698630137,1.442307692
60,44,23,24.7947077,70.04556743,5.722579819,76.72860067,maize,Urea,Clay,0,1.333333333,0.37704918
54,61,77,18.81198127,15.21618225,6.206582193,77.5429424,chickpea,Sulfate of Potash (SOP),Clay,0,0.870967742,1.4
70,43,40,24.35564134,88.80391021,6.176860192,169.1168028,jute,Urea,Clay,0,1.590909091,0.563380282
83,23,55,26.89750174,83.89241484,6.463271076,43.97193745,watermelon,Calcium Ammonium Nitrate,Sandy,3,3.458333333,0.654761905
80,16,46,25.50405534,81.40297428,6.940236218,48.47833278,watermelon,Urea,Clay,0,4.705882353,0.567901235
64,35,23,23.02038334,61.89472002,5.680361038,63.03843397,maize,Calcium Ammonium Nitrate,Loam,1,1.777777778,0.353846154
75,49,15,21.53574127,71.50905983,5.918263801,102.4852929,maize,Calcium Ammonium Nitrate,Clay,0,1.5,0.197368421
68,41,16,21.77689322,57.80840636,6.158830619,102.0861694,maize,Calcium Ammonium Nitrate,Loam,1,1.619047619,0.231884058
93,22,48,29.12533739,91.52291141,6.776987974,21.90440445,muskmelon,Calcium Ammonium Nitrate,Clay,0,4.043478261,0.510638298
60,36,43,23.43121862,83.06310136,5.286203711,219.9048349,rice,Urea,Sandy,3,1.621621622,0.704918033
60,49,44,20.77576147,84.49774397,6.244841491,240.0810647,rice,Urea,Clay,0,1.2,0.721311475
74,40,40,25.13842773,83.12053888,6.386259978,169.3388465,jute,Calcium Ammonium Nitrate,Clay,0,1.804878049,0.533333333
99,92,47,28.1279509,77.48247073,6.323933647,103.5045395,banana,Urea,Clay,0,1.064516129,0.47
82,77,46,28.9470467,82.1888998,5.901100841,95.83016448,banana,Urea,Clay,0,1.051282051,0.554216867
70,68,45,33.83508569,92.85470152,6.991626158,203.4044028,papaya,Urea,Clay,0,1.014492754,0.633802817
61,68,50,35.21462816,91.49725058,6.793245417,243.0745066,papaya,Superphosphate,Clay,0,0.884057971,0.806451613
83,10,53,24.92994759,85.00802358,6.195142279,48.75859458,watermelon,Urea,Clay,0,7.545454545,0.630952381
70,54,46,39.73149053,91.12220596,6.919342407,122.7628653,papaya,Calcium Ammonium Nitrate,Clay,0,1.272727273,0.647887324
60,57,24,18.66116213,61.55327249,6.121294041,75.03247667,maize,Calcium Ammonium Nitrate,Sandy,3,1.034482759,0.393442623
90,42,43,20.87974371,82.00274423,6.502985292,202.9355362,rice,Urea,Clay,0,2.093023256,0.472527473
82,24,33,26.53543168,67.09608099,6.809593554,120.6494434,coffee,Calcium Ammonium Nitrate,Loam,1,3.28,0.397590361
95,13,46,29.84070774,93.76312893,6.126019932,23.28207838,muskmelon,Calcium Ammonium Nitrate,Clay,0,6.785714286,0.479166667
59,62,49,43.36051537,93.35191636,6.941496806,114.778071,papaya,Superphosphate,Clay,0,0.936507937,0.816666667
85,22,53,25.96534238,89.77076659,6.849471704,59.46338556,watermelon,Urea,Clay,0,3.695652174,0.61627907
86,55,21,21.54156232,59.64024162,6.803931519,109.7515385,maize,Calcium Ammonium Nitrate,Loam,1,1.535714286,0.24137931
58,66,79,20.99373558,19.33470387,8.718192847,93.55280105,chickpea,Muriate of Potash (MOP),Clay,0,0.865671642,1.338983051
66,69,47,23.69212243,93.61055571,6.912299695,87.53393983,papaya,Diammonium Phosphate (DAP),Clay,0,0.942857143,0.701492537
95,12,51,25.76484262,84.1726996,6.681606702,44.22066914,watermelon,Urea,Clay,0,7.307692308,0.53125
70,47,17,24.6129118,70.4162444,6.600827017,104.1626147,maize,Urea,Clay,0,1.458333333,0.23943662
97,29,27,27.74576987,54.36976075,7.205078785,139.8619431,coffee,Calcium Ammonium Nitrate,Loam,1,3.233333333,0.275510204
55,67,16,34.37329112,69.69366426,6.596719015,70.27184748,blackgram,Superphosphate,Loam,1,0.808823529,0.285714286
72,41,36,26.50838667,86.84264005,6.065898283,152.9801697,jute,Calcium Ammonium Nitrate,Clay,0,1.714285714,0.493150685
75,54,36,26.29465461,84.56919326,7.023936392,257.4914906,rice,Calcium Ammonium Nitrate,Clay,0,1.363636364,0.473684211
89,11,47,29.78714005,94.65343534,6.327822962,27.8659442,muskmelon,Calcium Ammonium Nitrate,Clay,0,7.416666667,0.522222222
54,61,77,18.81198127,15.21618225,6.206582193,77.5429424,chickpea,Muriate of Potash (MOP),Clay,0,0.870967742,1.4
84,55,38,26.8748389,79.78725152,6.956682743,173.1017097,jute,Urea,Clay,0,1.5,0.447058824
61,64,52,43.30204933,92.83405443,6.641098708,110.562229,papaya,Diammonium Phosphate (DAP),Clay,0,0.938461538,0.838709677
99,6,45,26.12588914,86.5507939,6.000975617,40.71210074,watermelon,Calcium Ammonium Nitrate,Clay,0,14.14285714,0.45
71,56,37,23.18866654,86.20899734,6.491506245,176.103677,jute,Urea,Clay,0,1.245614035,0.513888889
99,38,21,22.88330922,71.59722446,6.352471866,67.72777298,maize,Calcium Ammonium Nitrate,Clay,0,2.538461538,0.21
60,57,24,18.66116213,61.55327249,6.121294041,75.03247667,maize,Calcium Ammonium Nitrate,Loam,1,1.034482759,0.393442623
98,47,37,23.48381344,81.33265073,7.375482851,224.0581164,rice,Urea,Clay,0,2.041666667,0.373737374
90,52,25,25.97482359,69.36385721,6.822586546,103.2234212,maize,Urea,Loam,1,1.698113208,0.274725275
84,40,42,26.2830571,73.35763537,6.704273839,186.6898282,jute,Urea,Sandy,3,2.048780488,0.494117647
72,60,25,18.52510753,69.0276233,5.773454729,88.10234397,maize,Urea,Loam,1,1.180327869,0.342465753
81,49,20,18.04185513,60.61494304,5.513697923,104.2321615,maize,Calcium Ammonium Nitrate,Loam,1,1.62,0.243902439
95,74,50,25.90113128,80.47152737,6.002481605,110.10323,banana,Urea,Clay,0,1.266666667,0.520833333
93,58,38,20.61521424,83.77345559,6.932400225,279.5451717,rice,Calcium Ammonium Nitrate,Clay,0,1.576271186,0.404255319
84,44,21,21.869274,61.91044947,5.850439831,107.2681929,maize,Urea,Loam,1,1.866666667,0.247058824
74,49,38,23.31410442,71.4509053,7.488014404,164.4970373,jute,Calcium Ammonium Nitrate,Clay,0,1.48,0.506666667
79,43,39,21.66628296,80.70960551,7.062779015,210.8142087,rice,Calcium Ammonium Nitrate,Clay,0,1.795454545,0.4875
67,43,39,26.04371967,84.96907151,5.999969026,186.7536773,rice,Urea,Clay,0,1.522727273,0.573529412
84,21,55,28.47090661,94.79453182,6.494251024,21.08484101,muskmelon,Calcium Ammonium Nitrate,Clay,0,3.818181818,0.647058824
74,43,23,25.95263264,61.89082199,6.325235159,99.57981207,maize,Urea,Loam,1,1.681818182,0.306666667
81,16,45,26.90435747,86.25426228,6.727468157,59.75980023,watermelon,Urea,Clay,0,4.764705882,0.548780488
80,45,42,23.1426498,74.99739774,7.380396262,151.9035477,jute,Calcium Ammonium Nitrate,Sandy,3,1.739130435,0.518518519
93,58,38,20.61521424,83.77345559,6.932400225,279.5451717,rice,Calcium Ammonium Nitrate,Clay,0,1.576271186,0.404255319
83,7,45,29.08417927,90.73891887,6.704104127,25.33014238,muskmelon,Calcium Ammonium Nitrate,Clay,0,10.375,0.535714286
83,21,28,25.5674832,60.49244602,7.466900683,190.2257843,coffee,Calcium Ammonium Nitrate,Sandy,3,3.772727273,0.333333333
85,25,47,26.11440416,87.64081095,6.29542477,58.48160844,watermelon,Calcium Ammonium Nitrate,Clay,0,3.269230769,0.546511628
60,44,23,24.7947077,70.04556743,5.722579819,76.72860067,maize,Urea,Clay,0,1.333333333,0.37704918
52,68,78,17.48504075,16.96070581,6.89655198,86.05078037,chickpea,Muriate of Potash (MOP),Clay,0,0.753623188,1.471698113
63,58,50,43.03714283,94.6428898,6.720744449,41.5856585,papaya,Urea,Clay,0,1.06779661,0.78125
83,9,45,25.85483596,89.13163965,6.049609892,46.85176955,watermelon,Urea,Clay,0,8.3,0.535714286
92,35,40,22.17931888,80.33127223,6.357389366,200.0882787,rice,Calcium Ammonium Nitrate,Clay,0,2.555555556,0.430107527
95,74,50,25.90113128,80.47152737,6.002481605,110.10323,banana,Calcium Ammonium Nitrate,Clay,0,1.266666667,0.520833333
82,75,55,27.34585147,78.4873835,6.281069505,92.15524332,banana,Calcium Ammonium Nitrate,Clay,0,1.078947368,0.662650602
50,46,52,31.18298415,90.21646909,6.734005648,54.01872359,papaya,Muriate of Potash (MOP),Clay,0,1.063829787,1.019607843
76,54,45,24.29496635,77.62976013,6.176618831,184.9800516,jute,Calcium Ammonium Nitrate,Clay,0,1.381818182,0.584415584
91,75,55,27.48612983,76.11239849,6.212369363,109.2768851,banana,Urea,Clay,0,1.197368421,0.597826087
69,51,23,22.21738222,72.85462807,6.80163854,106.6213157,maize,Calcium Ammonium Nitrate,Sandy,3,1.326923077,0.328571429
60,46,53,24.48620746,92.98254537,6.761953186,183.49095,papaya,Calcium Ammonium Nitrate,Sandy,3,1.276595745,0.868852459
77,38,36,21.8652524,80.1923008,5.953933276,224.5550169,rice,Calcium Ammonium Nitrate,Clay,0,1.974358974,0.461538462
91,35,39,23.79391957,80.41817957,6.970859754,206.2611855,rice,Calcium Ammonium Nitrate,Clay,0,2.527777778,0.423913043
80,18,31,24.02952505,58.84880599,7.303033217,134.6803969,coffee,Urea,Loam,1,4.210526316,0.382716049
95,13,46,29.84070774,93.76312893,6.126019932,23.28207838,muskmelon,Calcium Ammonium Nitrate,Clay,0,6.785714286,0.479166667
77,52,17,24.86374934,65.7420046,5.714799723,75.82270467,maize,Urea,Loam,1,1.452830189,0.217948718
71,60,22,26.07470121,59.37147589,6.2048017,85.75692395,maize,Urea,Loam,1,1.163934426,0.305555556
75,56,44,25.2746335,73.7459581,6.109478059,168.0432282,jute,Urea,Clay,0,1.315789474,0.578947368
62,52,16,22.27526694,58.84015925,6.967057762,63.87020584,maize,Urea,Loam,1,1.169811321,0.253968254
92,44,16,18.87751445,65.76816093,6.082973754,94.76189431,maize,Urea,Loam,1,2.044444444,0.172043011
57,57,75,17.09104223,18.25142068,7.785039076,87.27444866,chickpea,Sulfate of Potash (SOP),Clay,0,0.982758621,1.293103448
95,75,50,28.08166093,75.26429821,5.623615687,118.2761894,banana,Urea,Sandy,3,1.25,0.520833333
95,52,36,26.22916897,83.83625819,5.543360238,286.5083725,rice,Calcium Ammonium Nitrate,Clay,0,1.79245283,0.375
96,41,40,23.58419277,72.00460848,6.090060478,190.4242157,jute,Calcium Ammonium Nitrate,Sandy,3,2.285714286,0.412371134
67,51,24,23.50297882,61.32026065,5.584171461,64.77791424,maize,Calcium Ammonium Nitrate,Loam,1,1.288461538,0.352941176
89,9,47,29.47156259,90.77069618,6.668382766,28.75226067,muskmelon,Urea,Clay,0,8.9,0.522222222
82,43,38,23.28617173,81.43321641,5.105588355,242.3170629,rice,Urea,Clay,0,1.863636364,0.457831325
95,52,36,26.22916897,83.83625819,5.543360238,286.5083725,rice,Calcium Ammonium Nitrate,Clay,0,1.79245283,0.375
80,45,42,23.1426498,74.99739774,7.380396262,151.9035477,jute,Urea,Clay,0,1.739130435,0.518518519
63,42,21,23.26237612,72.33125523,5.798423908,67.10225139,maize,Calcium Ammonium Nitrate,Clay,0,1.465116279,0.328125
86,18,45,28.96586565,90.71832938,6.566759102,22.25838137,muskmelon,Calcium Ammonium Nitrate,Sandy,3,4.526315789,0.517241379
92,7,48,26.27520631,86.63249555,6.956508826,54.38748495,watermelon,Urea,Clay,0,11.5,0.516129032
94,53,40,20.27774362,82.89408619,5.718627178,241.9741949,rice,Urea,Clay,0,1.740740741,0.421052632
95,12,51,25.76484262,84.1726996,6.681606702,44.22066914,watermelon,Calcium Ammonium Nitrate,Clay,0,7.307692308,0.53125
52,51,53,38.38231475,93.10378595,6.985804083,210.2735346,papaya,Sulfate of Potash (SOP),Clay,0,1.0,1.0
84,7,51,26.81530456,87.65694462,6.399669044,55.74073582,watermelon,Calcium Ammonium Nitrate,Sandy,3,10.5,0.6
65,60,43,21.97199397,81.89918197,5.658169482,227.3637009,rice,Calcium Ammonium Nitrate,Clay,0,1.06557377,0.651515152
53,67,17,31.77681682,69.01852894,7.296972161,61.46892873,blackgram,Superphosphate,Loam,1,0.779411765,0.314814815
50,55,16,28.81460716,65.33538112,7.581442888,62.26242533,blackgram,Superphosphate,Clay,0,0.892857143,0.31372549
87,28,30,25.60153969,68.66257977,6.536676653,168.8383605,coffee,Urea,Loam,1,3.0,0.340909091
60,36,43,23.43121862,83.06310136,5.286203711,219.9048349,rice,Urea,Clay,0,1.621621622,0.704918033
95,75,50,28.08166093,75.26429821,5.623615687,118.2761894,banana,Calcium Ammonium Nitrate,Clay,0,1.25,0.520833333
61,64,52,43.30204933,92.83405443,6.641098708,110.562229,papaya,Superphosphate,Clay,0,0.938461538,0.838709677
88,46,42,22.68319059,83.46358271,6.604993475,194.2651719,rice,Calcium Ammonium Nitrate,Clay,0,1.872340426,0.471910112
84,50,44,25.48591986,81.40633547,5.935344406,182.6549356,rice,Urea,Clay,0,1.647058824,0.517647059
73,35,38,24.88921174,81.97927117,5.005306977,185.9461429,rice,Urea,Clay,0,2.027777778,0.513513514
92,85,51,29.22118628,81.08183635,5.740764682,108.8616474,banana,Urea,Sandy,3,1.069767442,0.548387097
74,55,19,18.05033737,62.89366992,6.28886807,84.23613484,maize,Urea,Loam,1,1.321428571,0.253333333
62,49,37,24.21744605,82.85284045,7.479248124,166.1365886,jute,Calcium Ammonium Nitrate,Clay,0,1.24,0.587301587
68,70,54,31.29986342,92.76039164,6.986228647,54.77830202,papaya,Superphosphate,Clay,0,0.957746479,0.782608696
62,56,35,25.97825807,81.65769588,6.235357638,163.3488091,jute,Urea,Clay,0,1.087719298,0.555555556
75,53,18,20.68899915,59.4375337,6.864793607,103.651438,maize,Urea,Sandy,3,1.388888889,0.236842105
60,57,24,18.66116213,61.55327249,6.121294041,75.03247667,maize,Urea,Loam,1,1.034482759,0.393442623
74,49,38,23.31410442,71.4509053,7.488014404,164.4970373,jute,Calcium Ammonium Nitrate,Clay,0,1.48,0.506666667
69,55,38,22.70883798,82.63941394,5.70080568,271.3248604,rice,Urea,Clay,0,1.232142857,0.542857143
97,25,50,26.22005978,80.90127035,6.093814669,49.08553937,watermelon,Urea,Clay,0,3.730769231,0.510204082
77,36,23,24.71417533,56.73426469,6.648725327,88.45361858,maize,Calcium Ammonium Nitrate,Sandy,3,2.081081081,0.294871795
67,58,39,25.2827223,80.54372813,5.453592032,220.1156708,rice,Calcium Ammonium Nitrate,Clay,0,1.13559322,0.573529412
74,58,18,20.03728219,56.35606753,6.727303282,109.024141,maize,Calcium Ammonium Nitrate,Loam,1,1.254237288,0.24
95,16,46,27.0767265,90.14362622,6.74669542,24.4514648,muskmelon,Calcium Ammonium Nitrate,Clay,0,5.588235294,0.479166667
90,39,37,24.81441246,81.68688879,6.86106911,190.7886386,jute,Urea,Clay,0,2.25,0.406593407
95,74,50,25.90113128,80.47152737,6.002481605,110.10323,banana,Urea,Clay,0,1.266666667,0.520833333
72,45,35,25.42977518,82.94682591,5.758506323,195.3574542,rice,Calcium Ammonium Nitrate,Sandy,3,1.565217391,0.479452055
75,36,44,23.28081,74.27607475,6.613341343,153.7447398,jute,Urea,Sandy,3,2.027027027,0.578947368
70,42,43,23.16814977,76.66724969,6.508342839,157.1215052,jute,Urea,Clay,0,1.627906977,0.605633803
89,11,47,29.78714005,94.65343534,6.327822962,27.8659442,muskmelon,Urea,Clay,0,7.416666667,0.522222222
82,35,44,26.96656378,78.21047693,6.239011,169.8391177,jute,Urea,Clay,0,2.277777778,0.530120482
66,53,19,23.09348056,60.1159381,6.033550195,65.49730729,maize,Calcium Ammonium Nitrate,Sandy,3,1.222222222,0.28358209
90,23,54,28.55852465,90.45773041,6.159020864,27.26588346,muskmelon,Urea,Sandy,3,3.75,0.593406593
60,58,37,26.13871511,79.1188943,6.067302109,171.4892533,jute,Calcium Ammonium Nitrate,Clay,0,1.016949153,0.606557377
80,77,49,26.05433004,79.39654531,5.519088423,113.2297373,banana,Calcium Ammonium Nitrate,Sandy,3,1.025641026,0.604938272
59,63,18,31.65531175,60.13263713,6.52669158,66.69096751,blackgram,Diammonium Phosphate (DAP),Loam,1,0.921875,0.3
60,61,78,20.71219282,19.83643308,6.317153205,94.03659867,chickpea,Muriate of Potash (MOP),Sandy,3,0.967741935,1.278688525
93,56,42,23.85724032,82.22572988,7.382762603,195.0948311,rice,Urea,Clay,0,1.631578947,0.446808511
62,56,35,25.97825807,81.65769588,6.235357638,163.3488091,jute,Urea,Sandy,3,1.087719298,0.555555556
67,41,40,25.848795,87.81661683,7.333143205,152.6194403,jute,Calcium Ammonium Nitrate,Clay,0,1.595238095,0.588235294
87,14,48,29.69238699,92.58862544,6.606033244,29.1102594,muskmelon,Calcium Ammonium Nitrate,Clay,0,5.8,0.545454545
83,95,50,26.51682337,77.79913575,5.50947065,108.8547508,banana,Diammonium Phosphate (DAP),Sandy,3,0.864583333,0.595238095
97,35,26,24.91461008,53.74144743,6.334610249,166.2549307,coffee,Calcium Ammonium Nitrate,Loam,1,2.694444444,0.265306122
66,44,20,19.0781471,69.02298571,6.740000688,80.72515943,maize,Urea,Sandy,3,1.466666667,0.298507463
71,46,40,20.2801937,82.1235421,7.236705436,191.9535738,rice,Urea,Clay,0,1.510638298,0.555555556
78,48,22,23.08974909,63.10459626,5.588650585,70.43473609,maize,Urea,Loam,1,1.591836735,0.278481013
66,54,21,25.19008683,60.2001687,5.919045532,72.12375573,maize,Calcium Ammonium Nitrate,Loam,1,1.2,0.313432836
57,58,77,18.72649425,17.58406365,7.978996755,81.20176515,chickpea,Muriate of Potash (MOP),Clay,0,0.966101695,1.327586207
67,46,44,26.82489244,78.20392774,7.093328631,153.9199807,jute,Calcium Ammonium Nitrate,Clay,0,1.425531915,0.647058824
61,41,35,24.97178693,79.47557931,6.842966479,195.7571622,jute,Urea,Clay,0,1.452380952,0.564516129
83,38,35,25.70822684,52.88667115,7.18915558,136.7325092,coffee,Calcium Ammonium Nitrate,Sandy,3,2.128205128,0.416666667
58,71,15,27.82592799,67.5861883,6.919243702,74.01229707,blackgram,Superphosphate,Sandy,3,0.805555556,0.254237288
93,81,50,27.71822477,76.57853189,6.036079266,102.2099836,banana,Calcium Ammonium Nitrate,Clay,0,1.134146341,0.531914894
81,30,48,28.52379742,92.09688432,6.041027474,29.86681385,muskmelon,Urea,Sandy,3,2.612903226,0.585365854
59,70,84,17.3348681,18.74926979,7.550808267,82.61734721,chickpea,Muriate of Potash (MOP),Clay,0,0.830985915,1.4
82,78,46,25.05802193,84.97323747,5.738678895,110.4408803,banana,Urea,Clay,0,1.037974684,0.554216867
59,55,19,31.74379487,62.51007687,7.332375138,68.97097538,blackgram,Urea,Sandy,3,1.053571429,0.316666667
80,52,39,26.41915161,76.85691248,7.165696848,197.2101782,jute,Urea,Clay,0,1.509433962,0.481481481
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,Urea,Clay,0,2.055555556,0.533333333
50,60,47,32.57720726,92.74889453,6.92791761,93.7942847,papaya,Diammonium Phosphate (DAP),Clay,0,0.819672131,0.921568627
60,49,44,20.77576147,84.49774397,6.244841491,240.0810647,rice,Calcium Ammonium Nitrate,Clay,0,1.2,0.721311475
76,44,17,20.41683147,62.5542482,5.855442401,65.27798457,maize,Urea,Loam,1,1.688888889,0.220779221
75,54,36,26.29465461,84.56919326,7.023936392,257.4914906,rice,Urea,Clay,0,1.363636364,0.473684211
61,60,15,24.87502824,68.74248334,6.265564338,91.26056654,maize,Urea,Loam,1,1.0,0.241935484
78,48,22,23.08974909,63.10459626,5.588650585,70.43473609,maize,Urea,Sandy,3,1.591836735,0.278481013
64,45,43,25.62980105,83.52842314,5.534878156,209.9001977,rice,Urea,Sandy,3,1.391304348,0.661538462
83,23,55,26.89750174,83.89241484,6.463271076,43.97193745,watermelon,Calcium Ammonium Nitrate,Sandy,3,3.458333333,0.654761905
62,42,36,22.78133816,82.06719137,6.430010215,248.7183228,rice,Urea,Clay,0,1.441860465,0.571428571
98,53,38,20.26707606,81.63895217,5.01450727,270.4417274,rice,Calcium Ammonium Nitrate,Clay,0,1.814814815,0.383838384
85,38,41,21.58711777,82.7883708,6.249050656,276.6552459,rice,Urea,Clay,0,2.179487179,0.476744186
60,38,17,18.41932981,64.23580251,6.474476516,76.41312437,maize,Urea,Sandy,3,1.538461538,0.278688525
93,22,48,29.12533739,91.52291141,6.776987974,21.90440445,muskmelon,Urea,Clay,0,4.043478261,0.510638298
95,37,35,27.31317116,68.4233391,6.348337519,192.4288139,coffee,Calcium Ammonium Nitrate,Loam,1,2.5,0.364583333
81,16,45,26.90435747,86.25426228,6.727468157,59.75980023,watermelon,Urea,Sandy,3,4.764705882,0.548780488
97,59,43,26.35927159,84.04403589,6.286500176,271.3586137,rice,Calcium Ammonium Nitrate,Clay,0,1.616666667,0.43877551
93,83,46,29.38254012,83.50423735,5.765308943,109.2486647,banana,Calcium Ammonium Nitrate,Clay,0,1.107142857,0.489361702
71,35,24,22.27373646,59.52193158,5.826426917,67.96704792,maize,Urea,Loam,1,1.972222222,0.333333333
94,70,48,25.13686519,84.88394407,6.195152442,91.46442491,banana,Calcium Ammonium Nitrate,Sandy,3,1.323943662,0.505263158
60,37,39,26.59104992,82.94164078,6.033485257,161.2469997,jute,Calcium Ammonium Nitrate,Clay,0,1.578947368,0.639344262
89,25,50,27.04863538,91.34685096,6.375923383,25.08146686,muskmelon,Calcium Ammonium Nitrate,Clay,0,3.423076923,0.555555556
80,45,42,23.1426498,74.99739774,7.380396262,151.9035477,jute,Urea,Clay,0,1.739130435,0.518518519
95,39,29,27.35152643,55.99375012,7.13411409,148.9812525,coffee,Calcium Ammonium Nitrate,Loam,1,2.375,0.302083333
85,35,32,26.24928198,54.28617819,6.854011265,133.1120232,coffee,Urea,Sandy,3,2.361111111,0.372093023
87,35,25,21.44526922,63.1621551,6.178056304,65.88951188,maize,Urea,Loam,1,2.416666667,0.284090909
82,18,48,29.09588297,94.16748386,6.159050816,26.70581328,muskmelon,Urea,Sandy,3,4.315789474,0.578313253
97,74,45,26.47522633,78.51833782,5.677719902,113.1161095,banana,Urea,Clay,0,1.293333333,0.459183673
95,13,46,29.84070774,93.76312893,6.126019932,23.28207838,muskmelon,Urea,Clay,0,6.785714286,0.479166667
60,49,44,20.77576147,84.49774397,6.244841491,240.0810647,rice,Urea,Clay,0,1.2,0.721311475
63,43,17,19.28889933,65.47050802,6.807487794,71.3195307,maize,Calcium Ammonium Nitrate,Loam,1,1.431818182,0.265625
99,92,47,28.1279509,77.48247073,6.323933647,103.5045395,banana,Calcium Ammonium Nitrate,Clay,0,1.064516129,0.47
91,53,40,26.52723513,81.41753846,5.386167788,264.6148697,rice,Calcium Ammonium Nitrate,Clay,0,1.685185185,0.434782609
